15202,15253,15298,15307,15344,15387
240,240,241,241,242,242
3,3,3,3,3,3
0,0,0,0,0,0
57069590,57792369,58323044,58592471,58945802,59265215
99026,99202,99340,99429,99549,99686
24023410,24041053,24053048,24058934,24068719,24079306
1,1,1,1,1,1
7,7,7,7,7,7
5615,5625,5630,5636,5649,5655
151735,152963,153791,154457,155209,156197
5007,5016,5026,5029,5036,5046
59,59,59,59,59,59
69984,70090,70167,70218,70307,70412
375,376,378,378,382,386
294,295,295,295,295,295
545,545,545,545,547,547
45,45,45,45,47,47
88617,88742,88861,88928,89053,89064
216418,216607,216773,216862,216926,217039
36,37,37,37,38,38
44,44,44,44,44,44
10441403,10452047,10462949,10468525,10477562,10488366
19,19,19,19,20,20
7455,7466,7470,7474,7485,7488
1606057,1606558,1607028,1607250,1607566,1607968
110637,110765,110868,110918,111005,111083
2401607,2402379,2403296,2403583,2404087,2404739
963,963,963,963,964,965
82937,83756,84464,84841,85389,85993
3961,3966,3968,3968,3974,3979
31618,31787,31955,32076,32217,32382
73,77,80,81,86,88
0,0,0,0,0,0
20281,20281,20281,20281,20281,20281
259415,260798,261752,262480,263447,264526
81055,81582,82049,82285,82585,82982
25569,25577,25583,25584,25587,25592
63,63,64,64,64,64
82991,83009,83028,83034,83047,83063
38,38,38,38,38,38
0,0,0,0,0,0
163,163,163,163,163,163
1242,1242,1242,1242,1242,1244
94446,94721,94966,95135,95392,95690
29073,29165,29251,29407,29582,29654
0,0,0,0,0,0
186,186,186,186,187,187
14169,14188,14190,14199,14215,14224
39456,39575,39696,39731,39813,39900
574920,575200,575403,575477,575593,575766
15,15,15,15,15,15
292,292,292,293,293,295
114,114,114,114,114,114
30959,30972,30978,30983,30993,31004
25398,25417,25442,25449,25460,25471
51742,51987,52051,52087,52123,52178
187322,187427,187509,187530,187603,187683
831192,831636,831954,832207,832517,832938
40066,40226,40394,40475,40639,40799
1,1,1,1,1,1
669,679,689,695,705,723
22,22,22,22,22,22
1857,1857,1857,1857,1857,1857
449,452,455,455,455,457
154815,155157,155467,155646,155893,156202
0,0,0,0,0,0
55,55,55,55,55,55
197711,198076,198376,198532,198833,199171
37,37,37,37,37,37
728,728,730,730,730,730
384,385,385,385,385,385
33640,33714,33773,33810,33872,33924
3566131,3883812,4083329,4160788,4256966,4319764
151,151,151,151,151,151
21,21,21,21,21,21
384855,385066,385249,385379,385574,385608
239,242,246,252,254,257
143845,144241,144580,144755,145036,145175
12,12,12,12,12,12
282209,284308,285774,286397,287016,288436
343754,343808,343880,343905,343945,343983
4410,4411,4414,4414,4417,4419
74446,74485,74510,74521,74539,74561
22723,22945,23090,23146,23268,23378
1545,1549,1561,1563,1566,1572
6,6,6,6,6,6
